opponent,seed,variant,board_id,repeat,swapped,seat,result,score,turns,height,width,boards_archive_sha256,base_grid_sha256,played_grid_sha256
amin,83000,v10-v6,5,0,1,0,win,1.0,1200,20,21,cc1d87328867c67ec995bdb6d1308c9297139c35350fa2cb2a934ee156bd19eb,7a4365133460c4753628efc1e0f2de6f90448e96aff16a6c23ac045eb05e905f,548157ac225486b445df085398192ec54d7075c30bd11bca962429a98dd81f5b
amin,83000,v10-v6,5,0,1,1,draw,0.5,1200,20,21,cc1d87328867c67ec995bdb6d1308c9297139c35350fa2cb2a934ee156bd19eb,7a4365133460c4753628efc1e0f2de6f90448e96aff16a6c23ac045eb05e905f,548157ac225486b445df085398192ec54d7075c30bd11bca962429a98dd81f5b
amin,83000,v10-v6,6,0,0,0,loss,0.0,594,21,18,cc1d87328867c67ec995bdb6d1308c9297139c35350fa2cb2a934ee156bd19eb,e9260b96afd8a6a3ad991b278227c6b4cb08c5141eee0ae6bdf09e894325b486,e9260b96afd8a6a3ad991b278227c6b4cb08c5141eee0ae6bdf09e894325b486
amin,83000,v10-v6,6,0,0,1,draw,0.5,1200,21,18,cc1d87328867c67ec995bdb6d1308c9297139c35350fa2cb2a934ee156bd19eb,e9260b96afd8a6a3ad991b278227c6b4cb08c5141eee0ae6bdf09e894325b486,e9260b96afd8a6a3ad991b278227c6b4cb08c5141eee0ae6bdf09e894325b486
amin,83000,v10-v6,6,0,1,0,draw,0.5,1200,21,18,cc1d87328867c67ec995bdb6d1308c9297139c35350fa2cb2a934ee156bd19eb,e9260b96afd8a6a3ad991b278227c6b4cb08c5141eee0ae6bdf09e894325b486,6425202970e3f575e8451b6be1be1a714721782c287a83466ee5b844bf696f48
amin,83000,v10-v6,6,0,1,1,loss,0.0,594,21,18,cc1d87328867c67ec995bdb6d1308c9297139c35350fa2cb2a934ee156bd19eb,e9260b96afd8a6a3ad991b278227c6b4cb08c5141eee0ae6bdf09e894325b486,6425202970e3f575e8451b6be1be1a714721782c287a83466ee5b844bf696f48
amin,83000,v10-v6,7,0,0,0,loss,0.0,594,18,19,cc1d87328867c67ec995bdb6d1308c9297139c35350fa2cb2a934ee156bd19eb,41802f9bacd77dbac0eb765dc4afc57ccf7fca87d8622cfb3c3a2b89eb23b44a,41802f9bacd77dbac0eb765dc4afc57ccf7fca87d8622cfb3c3a2b89eb23b44a
amin,83000,v10-v6,7,0,0,1,win,1.0,86,18,19,cc1d87328867c67ec995bdb6d1308c9297139c35350fa2cb2a934ee156bd19eb,41802f9bacd77dbac0eb765dc4afc57ccf7fca87d8622cfb3c3a2b89eb23b44a,41802f9bacd77dbac0eb765dc4afc57ccf7fca87d8622cfb3c3a2b89eb23b44a
amin,83000,v10-v6,7,0,1,0,win,1.0,86,18,19,cc1d87328867c67ec995bdb6d1308c9297139c35350fa2cb2a934ee156bd19eb,41802f9bacd77dbac0eb765dc4afc57ccf7fca87d8622cfb3c3a2b89eb23b44a,1507fe0101564c22bc2f6e117d9d2111f05cec6a51dd87153c0d97310017ae94
amin,83000,v10-v6,7,0,1,1,loss,0.0,594,18,19,cc1d87328867c67ec995bdb6d1308c9297139c35350fa2cb2a934ee156bd19eb,41802f9bacd77dbac0eb765dc4afc57ccf7fca87d8622cfb3c3a2b89eb23b44a,1507fe0101564c22bc2f6e117d9d2111f05cec6a51dd87153c0d97310017ae94
amin,83000,v10,0,0,0,0,win,1.0,1022,21,18,cc1d87328867c67ec995bdb6d1308c9297139c35350fa2cb2a934ee156bd19eb,1527fe93270a9a0531667ae8c51cfe9cd99fac38f8a4a3aa2f4a1b904f37ef49,1527fe93270a9a0531667ae8c51cfe9cd99fac38f8a4a3aa2f4a1b904f37ef49
amin,83000,v10,0,0,0,1,win,1.0,1033,21,18,cc1d87328867c67ec995bdb6d1308c9297139c35350fa2cb2a934ee156bd19eb,1527fe93270a9a0531667ae8c51cfe9cd99fac38f8a4a3aa2f4a1b904f37ef49,1527fe93270a9a0531667ae8c51cfe9cd99fac38f8a4a3aa2f4a1b904f37ef49
amin,83000,v10,0,0,1,0,win,1.0,1033,21,18,cc1d87328867c67ec995bdb6d1308c9297139c35350fa2cb2a934ee156bd19eb,1527fe93270a9a0531667ae8c51cfe9cd99fac38f8a4a3aa2f4a1b904f37ef49,67f047b238765493a3447ade596540a3ef19ef10fe7f423e24ec04f4562118b0
amin,83000,v10,0,0,1,1,win,1.0,1022,21,18,cc1d87328867c67ec995bdb6d1308c9297139c35350fa2cb2a934ee156bd19eb,1527fe93270a9a0531667ae8c51cfe9cd99fac38f8a4a3aa2f4a1b904f37ef49,67f047b238765493a3447ade596540a3ef19ef10fe7f423e24ec04f4562118b0
amin,83000,v10,1,0,0,0,win,1.0,151,18,21,cc1d87328867c67ec995bdb6d1308c9297139c35350fa2cb2a934ee156bd19eb,375c739a124be2ab6473c7584a25ec9a2f6b2f1accc5814a85721a6c9c14b5c8,375c739a124be2ab6473c7584a25ec9a2f6b2f1accc5814a85721a6c9c14b5c8
amin,83000,v10,1,0,0,1,win,1.0,205,18,21,cc1d87328867c67ec995bdb6d1308c9297139c35350fa2cb2a934ee156bd19eb,375c739a124be2ab6473c7584a25ec9a2f6b2f1accc5814a85721a6c9c14b5c8,375c739a124be2ab6473c7584a25ec9a2f6b2f1accc5814a85721a6c9c14b5c8
amin,83000,v10,1,0,1,0,win,1.0,205,18,21,cc1d87328867c67ec995bdb6d1308c9297139c35350fa2cb2a934ee156bd19eb,375c739a124be2ab6473c7584a25ec9a2f6b2f1accc5814a85721a6c9c14b5c8,83c020dc0e40077f07dfab19ee131a22108c956e30724c243802886f4f18bc88
amin,83000,v10,1,0,1,1,win,1.0,151,18,21,cc1d87328867c67ec995bdb6d1308c9297139c35350fa2cb2a934ee156bd19eb,375c739a124be2ab6473c7584a25ec9a2f6b2f1accc5814a85721a6c9c14b5c8,83c020dc0e40077f07dfab19ee131a22108c956e30724c243802886f4f18bc88
amin,83000,v10,2,0,0,0,win,1.0,1028,19,18,cc1d87328867c67ec995bdb6d1308c9297139c35350fa2cb2a934ee156bd19eb,5cbfe9e167b6f9c5b2bce16348752a32acd9f6930ee6a29f3138b94a85825457,5cbfe9e167b6f9c5b2bce16348752a32acd9f6930ee6a29f3138b94a85825457
amin,83000,v10,2,0,0,1,win,1.0,931,19,18,cc1d87328867c67ec995bdb6d1308c9297139c35350fa2cb2a934ee156bd19eb,5cbfe9e167b6f9c5b2bce16348752a32acd9f6930ee6a29f3138b94a85825457,5cbfe9e167b6f9c5b2bce16348752a32acd9f6930ee6a29f3138b94a85825457
amin,83000,v10,2,0,1,0,win,1.0,931,19,18,cc1d87328867c67ec995bdb6d1308c9297139c35350fa2cb2a934ee156bd19eb,5cbfe9e167b6f9c5b2bce16348752a32acd9f6930ee6a29f3138b94a85825457,04c7960717b7f6f4245ec1b3435339b7cc1a4b01e9c31bb843180e984d3b47f1
amin,83000,v10,2,0,1,1,win,1.0,1028,19,18,cc1d87328867c67ec995bdb6d1308c9297139c35350fa2cb2a934ee156bd19eb,5cbfe9e167b6f9c5b2bce16348752a32acd9f6930ee6a29f3138b94a85825457,04c7960717b7f6f4245ec1b3435339b7cc1a4b01e9c31bb843180e984d3b47f1
amin,83000,v10,3,0,0,0,loss,0.0,280,20,19,cc1d87328867c67ec995bdb6d1308c9297139c35350fa2cb2a934ee156bd19eb,82fc77e5c91db620419b5ae4e404bab1e0c119f22fbc47fd85890f0d524ece56,82fc77e5c91db620419b5ae4e404bab1e0c119f22fbc47fd85890f0d524ece56
amin,83000,v10,3,0,0,1,loss,0.0,359,20,19,cc1d87328867c67ec995bdb6d1308c9297139c35350fa2cb2a934ee156bd19eb,82fc77e5c91db620419b5ae4e404bab1e0c119f22fbc47fd85890f0d524ece56,82fc77e5c91db620419b5ae4e404bab1e0c119f22fbc47fd85890f0d524ece56
amin,83000,v10,3,0,1,0,loss,0.0,359,20,19,cc1d87328867c67ec995bdb6d1308c9297139c35350fa2cb2a934ee156bd19eb,82fc77e5c91db620419b5ae4e404bab1e0c119f22fbc47fd85890f0d524ece56,0acb302ebfe4379c1b8e21675e2b0dd4b8614eb78a2b4ce4200815f6eebffe26
amin,83000,v10,3,0,1,1,loss,0.0,280,20,19,cc1d87328867c67ec995bdb6d1308c9297139c35350fa2cb2a934ee156bd19eb,82fc77e5c91db620419b5ae4e404bab1e0c119f22fbc47fd85890f0d524ece56,0acb302ebfe4379c1b8e21675e2b0dd4b8614eb78a2b4ce4200815f6eebffe26
amin,83000,v10,4,0,0,0,win,1.0,547,19,18,cc1d87328867c67ec995bdb6d1308c9297139c35350fa2cb2a934ee156bd19eb,1a2f08f005c22015d712f798c092540eae57f7536c2fa3b7f1f6719cc42cf887,1a2f08f005c22015d712f798c092540eae57f7536c2fa3b7f1f6719cc42cf887
amin,83000,v10,4,0,0,1,loss,0.0,390,19,18,cc1d87328867c67ec995bdb6d1308c9297139c35350fa2cb2a934ee156bd19eb,1a2f08f005c22015d712f798c092540eae57f7536c2fa3b7f1f6719cc42cf887,1a2f08f005c22015d712f798c092540eae57f7536c2fa3b7f1f6719cc42cf887
amin,83000,v10,4,0,1,0,loss,0.0,390,19,18,cc1d87328867c67ec995bdb6d1308c9297139c35350fa2cb2a934ee156bd19eb,1a2f08f005c22015d712f798c092540eae57f7536c2fa3b7f1f6719cc42cf887,040fea484c624f5e114d8ea5f4e2dd96eb1f6d7fb18f298e818a0d3bb5d82e53
amin,83000,v10,4,0,1,1,win,1.0,547,19,18,cc1d87328867c67ec995bdb6d1308c9297139c35350fa2cb2a934ee156bd19eb,1a2f08f005c22015d712f798c092540eae57f7536c2fa3b7f1f6719cc42cf887,040fea484c624f5e114d8ea5f4e2dd96eb1f6d7fb18f298e818a0d3bb5d82e53
amin,83000,v10,5,0,0,0,draw,0.5,1200,20,21,cc1d87328867c67ec995bdb6d1308c9297139c35350fa2cb2a934ee156bd19eb,7a4365133460c4753628efc1e0f2de6f90448e96aff16a6c23ac045eb05e905f,7a4365133460c4753628efc1e0f2de6f90448e96aff16a6c23ac045eb05e905f
amin,83000,v10,5,0,0,1,win,1.0,1029,20,21,cc1d87328867c67ec995bdb6d1308c9297139c35350fa2cb2a934ee156bd19eb,7a4365133460c4753628efc1e0f2de6f90448e96aff16a6c23ac045eb05e905f,7a4365133460c4753628efc1e0f2de6f90448e96aff16a6c23ac045eb05e905f
amin,83000,v10,5,0,1,0,win,1.0,1029,20,21,cc1d87328867c67ec995bdb6d1308c9297139c35350fa2cb2a934ee156bd19eb,7a4365133460c4753628efc1e0f2de6f90448e96aff16a6c23ac045eb05e905f,548157ac225486b445df085398192ec54d7075c30bd11bca962429a98dd81f5b
amin,83000,v10,5,0,1,1,draw,0.5,1200,20,21,cc1d87328867c67ec995bdb6d1308c9297139c35350fa2cb2a934ee156bd19eb,7a4365133460c4753628efc1e0f2de6f90448e96aff16a6c23ac045eb05e905f,548157ac225486b445df085398192ec54d7075c30bd11bca962429a98dd81f5b
amin,83000,v10,6,0,0,0,win,1.0,1035,21,18,cc1d87328867c67ec995bdb6d1308c9297139c35350fa2cb2a934ee156bd19eb,e9260b96afd8a6a3ad991b278227c6b4cb08c5141eee0ae6bdf09e894325b486,e9260b96afd8a6a3ad991b278227c6b4cb08c5141eee0ae6bdf09e894325b486
amin,83000,v10,6,0,0,1,loss,0.0,744,21,18,cc1d87328867c67ec995bdb6d1308c9297139c35350fa2cb2a934ee156bd19eb,e9260b96afd8a6a3ad991b278227c6b4cb08c5141eee0ae6bdf09e894325b486,e9260b96afd8a6a3ad991b278227c6b4cb08c5141eee0ae6bdf09e894325b486
amin,83000,v10,6,0,1,0,loss,0.0,744,21,18,cc1d87328867c67ec995bdb6d1308c9297139c35350fa2cb2a934ee156bd19eb,e9260b96afd8a6a3ad991b278227c6b4cb08c5141eee0ae6bdf09e894325b486,6425202970e3f575e8451b6be1be1a714721782c287a83466ee5b844bf696f48
amin,83000,v10,6,0,1,1,win,1.0,1035,21,18,cc1d87328867c67ec995bdb6d1308c9297139c35350fa2cb2a934ee156bd19eb,e9260b96afd8a6a3ad991b278227c6b4cb08c5141eee0ae6bdf09e894325b486,6425202970e3f575e8451b6be1be1a714721782c287a83466ee5b844bf696f48
amin,83000,v10,7,0,0,0,win,1.0,215,18,19,cc1d87328867c67ec995bdb6d1308c9297139c35350fa2cb2a934ee156bd19eb,41802f9bacd77dbac0eb765dc4afc57ccf7fca87d8622cfb3c3a2b89eb23b44a,41802f9bacd77dbac0eb765dc4afc57ccf7fca87d8622cfb3c3a2b89eb23b44a
amin,83000,v10,7,0,0,1,win,1.0,86,18,19,cc1d87328867c67ec995bdb6d1308c9297139c35350fa2cb2a934ee156bd19eb,41802f9bacd77dbac0eb765dc4afc57ccf7fca87d8622cfb3c3a2b89eb23b44a,41802f9bacd77dbac0eb765dc4afc57ccf7fca87d8622cfb3c3a2b89eb23b44a
amin,83000,v10,7,0,1,0,win,1.0,86,18,19,cc1d87328867c67ec995bdb6d1308c9297139c35350fa2cb2a934ee156bd19eb,41802f9bacd77dbac0eb765dc4afc57ccf7fca87d8622cfb3c3a2b89eb23b44a,1507fe0101564c22bc2f6e117d9d2111f05cec6a51dd87153c0d97310017ae94
amin,83000,v10,7,0,1,1,win,1.0,215,18,19,cc1d87328867c67ec995bdb6d1308c9297139c35350fa2cb2a934ee156bd19eb,41802f9bacd77dbac0eb765dc4afc57ccf7fca87d8622cfb3c3a2b89eb23b44a,1507fe0101564c22bc2f6e117d9d2111f05cec6a51dd87153c0d97310017ae94
hunter,93000,v6,0,0,0,0,win,1.0,522,19,19,9a08352b373684281b86aa42294a704e92893b75829fcfa7223d457f415843da,3f5571c6aa154af12504442053a63ad1cda503025b5dc560484aa7caf27aebc5,3f5571c6aa154af12504442053a63ad1cda503025b5dc560484aa7caf27aebc5
hunter,93000,v6,0,0,0,1,win,1.0,220,19,19,9a08352b373684281b86aa42294a704e92893b75829fcfa7223d457f415843da,3f5571c6aa154af12504442053a63ad1cda503025b5dc560484aa7caf27aebc5,3f5571c6aa154af12504442053a63ad1cda503025b5dc560484aa7caf27aebc5
hunter,93000,v6,0,0,1,0,win,1.0,220,19,19,9a08352b373684281b86aa42294a704e92893b75829fcfa7223d457f415843da,3f5571c6aa154af12504442053a63ad1cda503025b5dc560484aa7caf27aebc5,4de780af40bdc870961264a8a52d987c11144bd644d6b2b4381cdcb9ffa3628a
hunter,93000,v6,0,0,1,1,win,1.0,522,19,19,9a08352b373684281b86aa42294a704e92893b75829fcfa7223d457f415843da,3f5571c6aa154af12504442053a63ad1cda503025b5dc560484aa7caf27aebc5,4de780af40bdc870961264a8a52d987c11144bd644d6b2b4381cdcb9ffa3628a
hunter,93000,v6,1,0,0,0,win,1.0,347,18,21,9a08352b373684281b86aa42294a704e92893b75829fcfa7223d457f415843da,71c2653d8afc23ec89bc3ad03a1a51b7038f0166187aa291bb335a93c541e8d6,71c2653d8afc23ec89bc3ad03a1a51b7038f0166187aa291bb335a93c541e8d6
hunter,93000,v6,1,0,0,1,win,1.0,511,18,21,9a08352b373684281b86aa42294a704e92893b75829fcfa7223d457f415843da,71c2653d8afc23ec89bc3ad03a1a51b7038f0166187aa291bb335a93c541e8d6,71c2653d8afc23ec89bc3ad03a1a51b7038f0166187aa291bb335a93c541e8d6
hunter,93000,v6,1,0,1,0,win,1.0,511,18,21,9a08352b373684281b86aa42294a704e92893b75829fcfa7223d457f415843da,71c2653d8afc23ec89bc3ad03a1a51b7038f0166187aa291bb335a93c541e8d6,84fe295fb7dda6999b9593689c88cc4fbed4fd8ad125a1670b061a54f0e0f3c1
hunter,93000,v6,1,0,1,1,win,1.0,347,18,21,9a08352b373684281b86aa42294a704e92893b75829fcfa7223d457f415843da,71c2653d8afc23ec89bc3ad03a1a51b7038f0166187aa291bb335a93c541e8d6,84fe295fb7dda6999b9593689c88cc4fbed4fd8ad125a1670b061a54f0e0f3c1
hunter,93000,v6,2,0,0,0,win,1.0,504,20,18,9a08352b373684281b86aa42294a704e92893b75829fcfa7223d457f415843da,d548b79064c297c1570325772591025ff9e9dcfec25a3b3d68fc3ae610c570f4,d548b79064c297c1570325772591025ff9e9dcfec25a3b3d68fc3ae610c570f4
hunter,93000,v6,2,0,0,1,win,1.0,396,20,18,9a08352b373684281b86aa42294a704e92893b75829fcfa7223d457f415843da,d548b79064c297c1570325772591025ff9e9dcfec25a3b3d68fc3ae610c570f4,d548b79064c297c1570325772591025ff9e9dcfec25a3b3d68fc3ae610c570f4
hunter,93000,v6,2,0,1,0,win,1.0,396,20,18,9a08352b373684281b86aa42294a704e92893b75829fcfa7223d457f415843da,d548b79064c297c1570325772591025ff9e9dcfec25a3b3d68fc3ae610c570f4,424f4312f740e57a7828ca5915c0bef4f088ea3382ad8a85036d157ffc3e3b99
hunter,93000,v6,2,0,1,1,win,1.0,504,20,18,9a08352b373684281b86aa42294a704e92893b75829fcfa7223d457f415843da,d548b79064c297c1570325772591025ff9e9dcfec25a3b3d68fc3ae610c570f4,424f4312f740e57a7828ca5915c0bef4f088ea3382ad8a85036d157ffc3e3b99
hunter,93000,v6,3,0,0,0,win,1.0,310,19,18,9a08352b373684281b86aa42294a704e92893b75829fcfa7223d457f415843da,49802081a93386e375f8d1b386640aedc59e6d1d91ec6ae0453bbbf688952aeb,49802081a93386e375f8d1b386640aedc59e6d1d91ec6ae0453bbbf688952aeb
hunter,93000,v6,3,0,0,1,win,1.0,354,19,18,9a08352b373684281b86aa42294a704e92893b75829fcfa7223d457f415843da,49802081a93386e375f8d1b386640aedc59e6d1d91ec6ae0453bbbf688952aeb,49802081a93386e375f8d1b386640aedc59e6d1d91ec6ae0453bbbf688952aeb
hunter,93000,v6,3,0,1,0,win,1.0,354,19,18,9a08352b373684281b86aa42294a704e92893b75829fcfa7223d457f415843da,49802081a93386e375f8d1b386640aedc59e6d1d91ec6ae0453bbbf688952aeb,1acd9918f67f82f9be7206d3ee8b86a56f775e69e78a9d7008e4d6b531dabd45
hunter,93000,v6,3,0,1,1,win,1.0,310,19,18,9a08352b373684281b86aa42294a704e92893b75829fcfa7223d457f415843da,49802081a93386e375f8d1b386640aedc59e6d1d91ec6ae0453bbbf688952aeb,1acd9918f67f82f9be7206d3ee8b86a56f775e69e78a9d7008e4d6b531dabd45
hunter,93000,v6,4,0,0,0,win,1.0,742,21,20,9a08352b373684281b86aa42294a704e92893b75829fcfa7223d457f415843da,c7813a2bccc073dbe3e7f391415bfcccd20fa0e1e83772eb0019a699c92ff202,c7813a2bccc073dbe3e7f391415bfcccd20fa0e1e83772eb0019a699c92ff202
hunter,93000,v6,4,0,0,1,win,1.0,578,21,20,9a08352b373684281b86aa42294a704e92893b75829fcfa7223d457f415843da,c7813a2bccc073dbe3e7f391415bfcccd20fa0e1e83772eb0019a699c92ff202,c7813a2bccc073dbe3e7f391415bfcccd20fa0e1e83772eb0019a699c92ff202
hunter,93000,v6,4,0,1,0,win,1.0,578,21,20,9a08352b373684281b86aa42294a704e92893b75829fcfa7223d457f415843da,c7813a2bccc073dbe3e7f391415bfcccd20fa0e1e83772eb0019a699c92ff202,0e44e1f1a8c51a3ed05df7c8c0361bd1ca38db41b3390ef354e4ab162c0e343d
hunter,93000,v6,4,0,1,1,win,1.0,742,21,20,9a08352b373684281b86aa42294a704e92893b75829fcfa7223d457f415843da,c7813a2bccc073dbe3e7f391415bfcccd20fa0e1e83772eb0019a699c92ff202,0e44e1f1a8c51a3ed05df7c8c0361bd1ca38db41b3390ef354e4ab162c0e343d
hunter,93000,v6,5,0,0,0,win,1.0,406,20,21,9a08352b373684281b86aa42294a704e92893b75829fcfa7223d457f415843da,f52d6141e0bdb778ae8566deb2d3e54063bceb0dd278ce1964fbc218c31b4c9f,f52d6141e0bdb778ae8566deb2d3e54063bceb0dd278ce1964fbc218c31b4c9f
hunter,93000,v6,5,0,0,1,win,1.0,629,20,21,9a08352b373684281b86aa42294a704e92893b75829fcfa7223d457f415843da,f52d6141e0bdb778ae8566deb2d3e54063bceb0dd278ce1964fbc218c31b4c9f,f52d6141e0bdb778ae8566deb2d3e54063bceb0dd278ce1964fbc218c31b4c9f
hunter,93000,v6,5,0,1,0,win,1.0,629,20,21,9a08352b373684281b86aa42294a704e92893b75829fcfa7223d457f415843da,f52d6141e0bdb778ae8566deb2d3e54063bceb0dd278ce1964fbc218c31b4c9f,00787f7d1d8507d8b96326c11356f5c6aaee4db4dbd603131a172f3875e9592e
hunter,93000,v6,5,0,1,1,win,1.0,406,20,21,9a08352b373684281b86aa42294a704e92893b75829fcfa7223d457f415843da,f52d6141e0bdb778ae8566deb2d3e54063bceb0dd278ce1964fbc218c31b4c9f,00787f7d1d8507d8b96326c11356f5c6aaee4db4dbd603131a172f3875e9592e
hunter,93000,v6,6,0,0,0,win,1.0,549,19,21,9a08352b373684281b86aa42294a704e92893b75829fcfa7223d457f415843da,966fb086271b77a98d6349805b3e2fbe022d7117c14a5e8ab4d29b76777d71f8,966fb086271b77a98d6349805b3e2fbe022d7117c14a5e8ab4d29b76777d71f8
hunter,93000,v6,6,0,0,1,win,1.0,451,19,21,9a08352b373684281b86aa42294a704e92893b75829fcfa7223d457f415843da,966fb086271b77a98d6349805b3e2fbe022d7117c14a5e8ab4d29b76777d71f8,966fb086271b77a98d6349805b3e2fbe022d7117c14a5e8ab4d29b76777d71f8
hunter,93000,v6,6,0,1,0,win,1.0,451,19,21,9a08352b373684281b86aa42294a704e92893b75829fcfa7223d457f415843da,966fb086271b77a98d6349805b3e2fbe022d7117c14a5e8ab4d29b76777d71f8,7b32ec30aaea00400da3a5b879afb2f0d004735b353332eb07c6953e4f516212
hunter,93000,v6,6,0,1,1,win,1.0,549,19,21,9a08352b373684281b86aa42294a704e92893b75829fcfa7223d457f415843da,966fb086271b77a98d6349805b3e2fbe022d7117c14a5e8ab4d29b76777d71f8,7b32ec30aaea00400da3a5b879afb2f0d004735b353332eb07c6953e4f516212
hunter,93000,v6,7,0,0,0,win,1.0,469,21,19,9a08352b373684281b86aa42294a704e92893b75829fcfa7223d457f415843da,08e236f793f92fd5d8c76b908a27f7e68af80b6bc7d050ebba27e85ebef3be3d,08e236f793f92fd5d8c76b908a27f7e68af80b6bc7d050ebba27e85ebef3be3d
hunter,93000,v6,7,0,0,1,win,1.0,404,21,19,9a08352b373684281b86aa42294a704e92893b75829fcfa7223d457f415843da,08e236f793f92fd5d8c76b908a27f7e68af80b6bc7d050ebba27e85ebef3be3d,08e236f793f92fd5d8c76b908a27f7e68af80b6bc7d050ebba27e85ebef3be3d
hunter,93000,v6,7,0,1,0,win,1.0,404,21,19,9a08352b373684281b86aa42294a704e92893b75829fcfa7223d457f415843da,08e236f793f92fd5d8c76b908a27f7e68af80b6bc7d050ebba27e85ebef3be3d,bbd43e9645497854129ce4fec15e81719465b4d387a203923c5595312420f640
hunter,93000,v6,7,0,1,1,win,1.0,469,21,19,9a08352b373684281b86aa42294a704e92893b75829fcfa7223d457f415843da,08e236f793f92fd5d8c76b908a27f7e68af80b6bc7d050ebba27e85ebef3be3d,bbd43e9645497854129ce4fec15e81719465b4d387a203923c5595312420f640
hunter,93000,v9,0,0,0,0,loss,0.0,173,19,19,9a08352b373684281b86aa42294a704e92893b75829fcfa7223d457f415843da,3f5571c6aa154af12504442053a63ad1cda503025b5dc560484aa7caf27aebc5,3f5571c6aa154af12504442053a63ad1cda503025b5dc560484aa7caf27aebc5
hunter,93000,v9,0,0,0,1,win,1.0,294,19,19,9a08352b373684281b86aa42294a704e92893b75829fcfa7223d457f415843da,3f5571c6aa154af12504442053a63ad1cda503025b5dc560484aa7caf27aebc5,3f5571c6aa154af12504442053a63ad1cda503025b5dc560484aa7caf27aebc5
hunter,93000,v9,0,0,1,0,win,1.0,294,19,19,9a08352b373684281b86aa42294a704e92893b75829fcfa7223d457f415843da,3f5571c6aa154af12504442053a63ad1cda503025b5dc560484aa7caf27aebc5,4de780af40bdc870961264a8a52d987c11144bd644d6b2b4381cdcb9ffa3628a
hunter,93000,v9,0,0,1,1,loss,0.0,173,19,19,9a08352b373684281b86aa42294a704e92893b75829fcfa7223d457f415843da,3f5571c6aa154af12504442053a63ad1cda503025b5dc560484aa7caf27aebc5,4de780af40bdc870961264a8a52d987c11144bd644d6b2b4381cdcb9ffa3628a
hunter,93000,v9,1,0,0,0,win,1.0,602,18,21,9a08352b373684281b86aa42294a704e92893b75829fcfa7223d457f415843da,71c2653d8afc23ec89bc3ad03a1a51b7038f0166187aa291bb335a93c541e8d6,71c2653d8afc23ec89bc3ad03a1a51b7038f0166187aa291bb335a93c541e8d6
hunter,93000,v9,1,0,0,1,win,1.0,707,18,21,9a08352b373684281b86aa42294a704e92893b75829fcfa7223d457f415843da,71c2653d8afc23ec89bc3ad03a1a51b7038f0166187aa291bb335a93c541e8d6,71c2653d8afc23ec89bc3ad03a1a51b7038f0166187aa291bb335a93c541e8d6
hunter,93000,v9,1,0,1,0,win,1.0,707,18,21,9a08352b373684281b86aa42294a704e92893b75829fcfa7223d457f415843da,71c2653d8afc23ec89bc3ad03a1a51b7038f0166187aa291bb335a93c541e8d6,84fe295fb7dda6999b9593689c88cc4fbed4fd8ad125a1670b061a54f0e0f3c1
hunter,93000,v9,1,0,1,1,win,1.0,602,18,21,9a08352b373684281b86aa42294a704e92893b75829fcfa7223d457f415843da,71c2653d8afc23ec89bc3ad03a1a51b7038f0166187aa291bb335a93c541e8d6,84fe295fb7dda6999b9593689c88cc4fbed4fd8ad125a1670b061a54f0e0f3c1
hunter,93000,v9,2,0,0,0,win,1.0,854,20,18,9a08352b373684281b86aa42294a704e92893b75829fcfa7223d457f415843da,d548b79064c297c1570325772591025ff9e9dcfec25a3b3d68fc3ae610c570f4,d548b79064c297c1570325772591025ff9e9dcfec25a3b3d68fc3ae610c570f4
hunter,93000,v9,2,0,0,1,win,1.0,601,20,18,9a08352b373684281b86aa42294a704e92893b75829fcfa7223d457f415843da,d548b79064c297c1570325772591025ff9e9dcfec25a3b3d68fc3ae610c570f4,d548b79064c297c1570325772591025ff9e9dcfec25a3b3d68fc3ae610c570f4
hunter,93000,v9,2,0,1,0,win,1.0,601,20,18,9a08352b373684281b86aa42294a704e92893b75829fcfa7223d457f415843da,d548b79064c297c1570325772591025ff9e9dcfec25a3b3d68fc3ae610c570f4,424f4312f740e57a7828ca5915c0bef4f088ea3382ad8a85036d157ffc3e3b99
hunter,93000,v9,2,0,1,1,win,1.0,854,20,18,9a08352b373684281b86aa42294a704e92893b75829fcfa7223d457f415843da,d548b79064c297c1570325772591025ff9e9dcfec25a3b3d68fc3ae610c570f4,424f4312f740e57a7828ca5915c0bef4f088ea3382ad8a85036d157ffc3e3b99
hunter,93000,v9,3,0,0,0,win,1.0,314,19,18,9a08352b373684281b86aa42294a704e92893b75829fcfa7223d457f415843da,49802081a93386e375f8d1b386640aedc59e6d1d91ec6ae0453bbbf688952aeb,49802081a93386e375f8d1b386640aedc59e6d1d91ec6ae0453bbbf688952aeb
hunter,93000,v9,3,0,0,1,win,1.0,341,19,18,9a08352b373684281b86aa42294a704e92893b75829fcfa7223d457f415843da,49802081a93386e375f8d1b386640aedc59e6d1d91ec6ae0453bbbf688952aeb,49802081a93386e375f8d1b386640aedc59e6d1d91ec6ae0453bbbf688952aeb
hunter,93000,v9,3,0,1,0,win,1.0,341,19,18,9a08352b373684281b86aa42294a704e92893b75829fcfa7223d457f415843da,49802081a93386e375f8d1b386640aedc59e6d1d91ec6ae0453bbbf688952aeb,1acd9918f67f82f9be7206d3ee8b86a56f775e69e78a9d7008e4d6b531dabd45
